Lender_Name,Lender_Id,Lender_Operating_Country,Lender_Institution_Type,year,quarter,original,Match1_RSSD,Match1_Name,Match1_Status,Match1_Asset,Match1_Address,Match1_City,Match1_State,Match1_Zip,Match2_RSSD,Match2_Name,Match2_Status,Match2_Asset,Match2_Address,Match2_City,Match2_State,Match2_Zip
EagleBank,124709,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,4,EagleBank,2652092,EagleBank,Active,10763529.0,7500 Old Georgetown Rd,Bethesda,MD,20814.0,,,,,,,,
Bank of Albuquerque NA,78302,United States,US Bank,2021,4,,,,,,,,,,,,,,,,,
BankUnited FSB,45677,United States,US Bank,2021,4,,,,,,,,,,,,,,,,,
Eagle Bancorp,73709,United States,US Bank,2021,4,Eagle Bancorp,,,,,,,,,,,,,,,,
Five Star Bank,55354,United States,"Diversified Financial Services Company, US Bank",2021,4,Five Star Bank,2867337,Five Star Bank,Active,4639784.0,2240 Douglas Blvd,Roseville,CA,95661.0,601416,Five Star Bank,Active,6250000.0,55 N Main St,Warsaw,NY,14569.0
Security National Bank of Omaha,162814,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,4,Security National Bank of Omaha,844053,Security National Bank of Omaha,Active,1796077.0,1120 S 101st St,Omaha,NE,68124.0,,,,,,,,
BMO/Harris Bank,88871,United States,"Diversified Financial Services Company, Japanese Bank, Multinational Investment Bank & Financial Services",2021,4,,,,,,,,,,,,,,,,,
Lincoln Bank,52486,United States,"Asian Bank, Asset Manager, Australian/New Zealand Bank, Business Corporation, Canadian Bank, European Bank, Farm Credit Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank",2021,4,Lincoln Bank,667551,Lincoln State Bank,Active,124415.0,302 Main Ave S,Hankinson,ND,58041.0,589943,Lincoln Savings Bank,Active,1775608.0,508 Main St,Reinbeck,IA,50669.0
Bell Bank,148894,United States,"Canadian Bank, US Bank",2021,4,Bell Bank,929352,Bell Bank,Active,14135435.0,520 Main Ave,Fargo,ND,58103.0,178244,Bellevue State Bank,Active,171646.0,200 S 2nd St,Bellevue,IA,52031.0
Wisconsin Bank & Trust,163936,United States,"Canadian Bank, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank",2021,4,Wisconsin Bank & Trust,463342,Wisconsin Bank & Trust,Inactive,1388430.0,119 Junction Rd,Madison,WI,53717.0,,,,,,,,
First Womens Bank,73615,United States,"Canadian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank",2021,4,,,,,,,,,,,,,,,,,
Modern Bank,89181,Indonesia,"Farm Credit Bank, US Bank",2021,4,Modern Bank,2398701,"Modern Bank, National Association",Active,659973.0,410 Park Ave,New York,NY,10022.0,,,,,,,,
National Bank of Arizona,57297,United States,US Bank,2021,4,National Bank of Arizona,1004368,National Bank of Arizona,Inactive,5018724.0,335 North Wilmot Road,Tucson,AZ,85711.0,1004368,National Bank of Arizona,Inactive,435558.0,335 North Wilmont Road,Tucson,AZ,85711.0
Northrim Bank,40599,United States,"Asian Bank, Canadian Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank",2021,4,Northrim Bank,1718188,Northrim Bank,Active,3289121.0,3111 C St,Anchorage,AK,99503.0,,,,,,,,
WoodTrust Bank,162386,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,4,WoodTrust Bank,833749,WOODTRUST BANK,Active,724379.0,181 2nd St S,Wisconsin Rapids,WI,54494.0,,,,,,,,
Dime Saving Bank of New York,88250,United States,"Asian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,4,,,,,,,,,,,,,,,,,
Pinnacle National Bank,101768,United States,"Asian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,4,Pinnacle National Bank,523750,"Pinnacle Bank, National Association",Inactive,117725.0,201 East A Street,Ogallala,NE,69153.0,603951,"Pinnacle Bank, National Association",Inactive,97722.0,401 North Spruce Street,Abilene,KS,67410.0
First Tennessee Bank,29835,United States,"Asian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,4,First Tennessee Bank,91138,First Tennessee Bank,Inactive,216632.0,101 West Broadway,Maryville,TN,37801.0,852320,Truist Bank,Active,535540000.0,214 N Tryon St,Charlotte,NC,28202.0
Valley Bank & Trust,88787,United States,"Asian Bank, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services",2021,4,Valley Bank & Trust,288853,FirstBank,Active,26620953.0,10403 W Colfax Ave,Lakewood,CO,80215.0,510871,FirstBank Puerto Rico,Active,19300144.0,1519 Ave Ponce De Leon,Santurce,PR,909.0
Alerus Financial Corp,167618,United States,US Bank,2021,4,,,,,,,,,,,,,,,,,
MidCountry Bank,55640,United States,US Bank,2021,4,MidCountry Bank,3971,MidCountry Bank,Active,1046748.0,7825 Washington Ave S,Minneapolis,MN,55439.0,2607346,MidCountry Bank,Inactive,226307.0,14617 Highway 7,Minnetonka,MN,55345.0
Marine Bank,66013,United States,"Canadian Bank, US Bank",2021,4,Marine Bank,258445,Marine Bank,Inactive,668662.0,3050 Wabash Ave,Springfield,IL,62704.0,2587916,Marine Bank & Trust Company,Active,635108.0,571 Beachland Blvd,Vero Beach,FL,32963.0
Deutsche Bank Trust Co Americas,54986,United States,Canadian Bank,2021,4,,,,,,,,,,,,,,,,,
Centier Bank,65369,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,4,Centier Bank,783648,Centier Bank,Active,9917852.0,1500 119th St,Whiting,IN,46394.0,,,,,,,,
Bank of America Corp,15449,United States,"Asian Bank, Australian/New Zealand Bank, Canadian Bank, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services",2021,4,,,,,,,,,,,,,,,,,
Nicolet National Bank,57605,United States,"Canadian Bank, US Bank",2021,4,Nicolet National Bank,2941068,Nicolet National Bank,Active,9015325.0,111 North Washington Street,Green Bay,WI,54301.0,,,,,,,,
International Bank of Commerce,79179,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,4,International Bank of Commerce,1001152,International Bank of Commerce,Active,9847078.0,1200 San Bernardo Ave,Laredo,TX,78040.0,230759,International Bank of Commerce,Active,4352488.0,1600 Fm 802,Brownsville,TX,78521.0
Choice Bank,162833,United States,US Bank,2021,4,Choice Bank,3161993,Choice Bank,Inactive,287610.0,15190 North Hayden Road,Scottsdale,AZ,85260.0,324340,ChoiceOne Bank,Active,4291775.0,109 E Division St,Sparta,MI,49345.0
Midwest Bank,163200,United States,US Bank,2021,4,Midwest Bank,669555,Midwest Bank,Active,1247976.0,114 W Main St,Pierce,NE,68767.0,836843,MidWestOne Bank,Active,6241699.0,102 S Clinton St,Iowa City,IA,52240.0
Merchants Bank NA,50029,United States,US Bank,2021,4,,,,,,,,,,,,,,,,,
Canandaigua National Bank & Trust,127465,United States,US Bank,2021,4,Canandaigua National Bank & Trust,161602,The Canandaigua National Bank and Trust Company,Active,5258602.0,72 S Main St,Canandaigua,NY,14424.0,,,,,,,,
Tri Counties Bank,167315,United States,"European Bank, Multinational Investment Bank & Financial Services, US Bank",2021,4,Tri Counties Bank,100562,Tri Counties Bank,Active,9874826.0,63 Constitution Dr,Chico,CA,95973.0,,,,,,,,
BAC Florida Bank,55083,United States,"Asian Bank, Japanese Bank, Latin America & Caribbean Bank, US Bank",2021,4,BAC Florida Bank,491224,First-Citizens Bank & Trust Company,Active,233167000.0,239 Fayetteville St,Raleigh,NC,27601.0,978118,First Citizens Community Bank,Active,3051688.0,15 S Main St,Mansfield,PA,16933.0
MidWestOne Bank,162992,United States,Canadian Bank,2021,4,MidWestOne Bank,836843,MidWestOne Bank,Active,6241699.0,102 S Clinton St,Iowa City,IA,52240.0,66846,MidWestOne Bank,Inactive,789190.0,124 South 1st Street,Oskaloosa,IA,52577.0
SmartBank,53523,United States,US Bank,2021,4,SmartBank,3532641,SmartBank,Active,5777824.0,2430 Teaster Ln,Pigeon Forge,TN,37863.0,,,,,,,,
FCBank,121563,United States,US Bank,2021,4,FCBank,,,,,,,,,,,,,,,,
Sun West Bank,51750,United States,"Canadian Bank, European Bank, Multinational Investment Bank & Financial Services",2021,4,Sun West Bank,140362,Sunwest Bank,Active,3771769.0,10011 S Centennial Pkwy,Sandy,UT,84070.0,356864,Pacific Western Bank,Inactive,1059421.0,333 West Santa Clara Street,San Jose,CA,95113.0
First Source Bank,58998,United States,"Canadian Bank, US Bank",2021,4,First Source Bank,3349241,First Resource Bank,Active,724857.0,800 N Pottstown Pike,Exton,PA,19341.0,3314043,First Resource Bank,Active,765728.0,7449 Village Dr,Lino Lakes,MN,55014.0
Southwest Bank,72802,United States,US Bank,2021,4,Southwest Bank,561864,Southwest Bank,Active,725845.0,4800 E 42nd St,Odessa,TX,79762.0,2625724,Southwestern National Bank,Active,1284728.0,6901 Corporate Dr,Houston,TX,77036.0
Republic Bank,49970,United States,"Canadian Bank, US Bank",2021,4,Republic Bank,316840,Republic Bank & Trust Company,Active,7009295.0,601 W Market St,Louisville,KY,40202.0,671334,Republic Bank of Chicago,Active,2592953.0,2221 Camden Ct,Oak Brook,IL,60523.0
Independent Bankshares,63982,United States,"Asian Bank, US Bank",2021,4,Independent Bankshares,,,,,,,,,,,,,,,,
Academy Bank NA,115452,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,4,,,,,,,,,,,,,,,,,
Enterprise Bank NA,121718,United States,Canadian Bank,2021,4,,,,,,,,,,,,,,,,,
Hinsdale Bank,73246,United States,"Canadian Bank, US Bank",2021,4,Hinsdale Bank,2119773,"Hinsdale Bank & Trust Company, National Association",Active,5910044.0,25 E 1st St,Hinsdale,IL,60521.0,,,,,,,,
Horizon Bank,52886,United States,"Canadian Bank, European Bank, Farm Credit Bank, US Bank",2021,4,Horizon Bank,663955,Horizon Bank,Active,512031.0,10841 N 142nd St,Waverly,NE,68462.0,130541,Horizon Bank,Active,6691670.0,515 Franklin St,Michigan City,IN,46360.0
Bank of Sun Prairie,133082,United States,US Bank,2021,4,Bank of Sun Prairie,124344,Bank of Sun Prairie,Active,728560.0,228 E Main St,Sun Prairie,WI,53590.0,,,,,,,,
Cornerstone Bank,137364,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,4,Cornerstone Bank,879457,Cornerstone Bank,Active,1751016.0,2280 45th St S,Fargo,ND,58104.0,403151,Cornerstone Bank,Active,2774024.0,529 N Lincoln Ave,York,NE,68467.0
Needham Bank,162986,United States,US Bank,2021,4,Needham Bank,339773,Needham Bank,Active,5358176.0,1063 Great Plain Ave,Needham,MA,2492.0,,,,,,,,
